"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.onlinepokerbonuses.com/","Non-Indexable","Canonicalised","0","","143","48","0","100,000","60","22","0","0","0","0"
"https://www.onlinepokerbonuses.com/reviews/betonline-poker/","Non-Indexable","Canonicalised","1","","78","48","0","100,000","30","15","0","0","0","0"
"https://www.onlinepokerbonuses.com/reviews/black-chip-poker/","Non-Indexable","Canonicalised","1","","76","48","0","100,000","30","15","0","0","0","0"
"https://www.onlinepokerbonuses.com/canada/","Non-Indexable","Canonicalised","1","","119","48","0","100,000","40","19","0","0","0","0"
"https://www.onlinepokerbonuses.com/reviews/americas-cardroom/","Non-Indexable","Canonicalised","1","","82","48","0","100,000","30","15","0","0","0","0"
"https://www.onlinepokerbonuses.com/reviews/sportsbetting-ag/","Non-Indexable","Canonicalised","1","","61","48","0","100,000","30","15","0","0","0","0"
"https://www.onlinepokerbonuses.com/reviews/tigergaming/","Non-Indexable","Canonicalised","1","","66","48","0","100,000","30","15","0","0","0","0"
"https://www.onlinepokerbonuses.com/best-poker-bonuses/","Non-Indexable","Canonicalised","1","","251","48","0","100,000","45","19","0","0","0","0"
"https://www.onlinepokerbonuses.com/usa/","Non-Indexable","Canonicalised","1","","113","48","0","100,000","39","19","0","0","0","0"
